,TTF5,TTF6,TTF7
134,122424.34768620208,123963.23842051633,108519.07072339192
135,139729.12528227828,121522.2873703985,188211.46786982485
136,125171.49312771947,104876.60879916736,102485.18176040633
137,99093.17743203732,167220.9191681124,80560.62558887483
138,173487.24998786478,73703.80614663323,132953.36064286882
139,86956.59272475407,150633.54438049375,126870.26341926768
140,116247.60985925238,130735.3170430076,142608.31682944333
141,92660.34378254066,137261.59372390827,137228.40222873416
142,119444.43725495052,107852.49738158319,115499.26897878379
143,179679.25378826994,154623.07530598767,125093.94495846539
144,142762.19685335917,148973.24207589088,85341.93119480064
145,129487.69478551243,132179.09355958112,90073.57119811018
146,189243.25430040646,107589.41289640848,104236.01218931162
147,90427.51867238962,168215.83283582164,149244.65003960987
148,117759.22295478343,119690.35906672341,119665.55489466042
149,99670.36134077846,129953.53522069153,162020.0073269299
150,175931.96313854755,89805.8161318135,176514.30511149534
151,101089.36662998427,200201.22464241093,107975.00818794368
152,108546.79851718599,216644.12897421845,111134.3081120235
153,144159.44858902652,160314.61841236893,102781.4932083577
154,135045.02039362222,143419.63819157652,165687.00999538164
155,120803.5477138438,125919.87616034308,112981.1927435089
156,148762.38147414793,188440.57340774132,118940.25213227978
157,108178.59140020664,120605.57209089039,126506.45220325598
158,52386.562191118595,146763.0782360387,118554.12633260441
159,142608.70593180892,134532.82899471477,125833.80757682041
160,160777.04752856342,120410.18716565674,145700.08349033492
161,136245.89468997106,82011.05159614654,136502.20945117157
162,97749.64478614862,118365.3196662242,132220.45862377633
163,96226.57737438053,118824.19635350711,125541.4976577829
164,75088.90102529342,114796.9794152438,109233.2259431832
165,111607.31854954096,86288.93798256897,161020.4610483077
166,94424.2567416727,110284.84445281187,172055.853038925
167,117668.04228879293,76081.99317792626,147595.94467588328
168,84200.3787933138,162814.95725863718,67489.24942912755
169,115046.12951088007,137416.45956528524,108809.95792437438
170,84182.86603829241,188991.83171581762,74799.92478120573
171,160321.57789709995,122639.11608093484,115220.90799214649
172,113662.47782279766,123220.08450689763,141425.05428607782
173,128054.5482782696,93204.85249816428,145398.8440874949
174,94959.56065001528,127231.79115819183,111057.97334014162
175,131893.83878431417,104252.64118238607,139410.50304881245
176,109756.34817724474,78998.21553159639,105931.52216308402
177,119077.8612311696,107704.92162384787,165157.02020437852
178,139663.3326419496,111047.9158304995,111651.09860719906
179,94619.4248659059,152807.39388954552,114760.64255448524
180,125978.82766608353,146967.9779712364,220383.20865370898
181,82141.51231607594,139536.2873005884,123320.13724436783
182,111567.33769450091,168634.57487248234,143089.8480486332
183,130569.36525210511,166128.47167659568,130268.32341317483
184,127961.78215534949,129717.2543047228,132628.32708398826
185,109934.46548675318,120890.07207919759,135184.5383242013
186,138552.2676710164,129471.24558676632,149360.6650148676
187,178746.53148147272,138797.5399861572,129953.12923548697
188,112032.23995361294,188721.02719831042,118183.54204701305
189,146336.45646644288,113359.6325101692,156568.04158522416
190,114060.23180539862,134161.1955244558,125749.05292445171
191,152567.400287975,93233.18455903839,137128.38872602597
192,138265.3810273062,131896.61654231488,99861.00871628169
193,100266.60902844979,156245.03869865404,152619.946442142
194,88986.64358598608,112608.11379430682,178534.89359948685
195,145816.62439567863,83414.87205294397,119423.49522449805
196,111888.50362109122,138754.85983909282,176582.70184568135
197,146782.53439314605,101846.885093018,95823.73297510836
198,99785.35572508027,142651.71548218658,154332.84326394173
199,87439.77094496896,146198.0604136438,86886.76641604767
200,125790.5477031423,157069.82807665685,132122.2388578658
201,85532.10079230457,67346.43822466517,109696.0591822598
202,140718.9668639321,82667.23193534327,97197.79934167946
203,134411.90995006743,98461.6636340073,123407.9828337298
204,114950.782439971,166424.17355126445,135658.31925950383
205,127433.21818949883,146074.21405618143,116043.14681592834
206,101755.50925975235,149963.28510088788,141236.65556316805
207,142133.7893464429,105899.01195321615,151697.9646431486
208,83053.23917415303,99783.13489936796,103190.89473036178
209,197527.04456143215,112513.48372007332,113698.58637051146
210,115561.00811340948,131508.73955566582,81570.60927794588
211,133221.85854510355,105412.98313324015,136112.80676024983
212,162271.15511177515,149609.06862617796,131849.46927000448
213,149419.22040311416,150098.3771050877,153066.64820442145
214,110495.8629385456,107112.70980566335,136107.3037637616
215,207191.1092393751,125378.69039810635,211450.92888962277
216,114750.81715694387,144058.27730838928,116352.96294506104
217,110670.36155964015,115992.00560107669,171787.92190961953
218,186549.91680096916,191419.71730722932,123917.53685349619
219,129445.45628250064,146886.35085288345,184382.03180227638
220,118009.48477097927,123011.43908609658,84894.49491612968
221,144273.48852370697,125111.15813318387,132115.69683848292
222,172731.42327312042,153883.92417910235,145277.34390132368
223,105261.17411100204,98559.2407417505,180124.463492564
224,111672.45442659254,113888.14102127055,117262.6196893196
225,150171.76094942348,131377.87176005158,158121.41839469183
226,160149.6283839756,133288.96664220784,137957.9909122649
227,166325.141559152,110932.75622732923,154961.6916700112
228,95365.64759479256,136998.6678820431,172588.21756004688
229,114471.72658240118,141189.75272979154,129215.20253144822
230,90786.31014017103,114606.26734615087,136341.15349114366
231,118459.69844216583,117686.78419094952,94731.88611449345
232,98096.5196405959,123004.03424682829,133090.53195374875
233,85601.93733997051,160661.53355179372,151566.10766962077
234,111617.30757618877,153973.76484309186,163058.4114979596
235,144107.09608964756,155902.0360474173,159692.68220975908
236,163844.90922988867,93694.4832016405,126954.57173639415
237,175408.24895816768,133970.82301285394,130769.416510349
238,67895.28653908992,112686.22370841948,107321.54193119069
239,110821.51442372873,125999.66601727062,117164.82939849836
240,152260.2966408525,104946.02166504425,157011.99033704307
241,129938.25007023424,154185.78767502407,121175.94480028823
242,164493.14510725142,136166.89938013605,120698.19398925838
243,141695.85755827307,153723.63511149277,151711.9870898822
244,120721.08754992897,147479.1487210585,100999.46904428804
245,86563.57132956962,112338.77158705046,138449.65273594123
246,117157.52486132848,111393.4276817489,60778.48143482843
247,96415.72746701469,133097.8466762013,118284.07092003389
248,171027.6244378973,137560.79828778762,115206.3844954115
249,118123.9707650588,102745.58494424722,151019.9023152747
250,158239.39232489833,171011.30633266264,134077.28079512948
251,133420.982336644,110010.11117784218,153777.09903042612
252,79019.85622421265,146014.73690279247,143128.69575072464
253,110970.51619405647,149429.6748825653,99983.87615282726
254,117351.9461181756,161914.14059814299,145736.52238487953
255,165613.18349098793,126542.43098997883,128274.35931675318
256,78993.59175380315,135977.19332666945,113787.78836909324
257,117557.90243338628,101430.0035150383,99993.6756157527
258,101240.20616861475,147092.24007697107,122456.74517961091
259,165523.25197850604,87691.74761382531,139665.1368830509
260,136161.2454313701,106263.35493309068,116156.33407353639
261,102033.12307049592,116213.93121662427,153833.34921654337
262,144897.85499729228,134276.89543607598,153822.8823647639
263,146970.45787947226,116564.6311329574,146443.55508602102
264,80627.74335195692,107450.41743871324,158133.81904267805
265,105026.95929886449,101682.05657254018,101437.47754524153
266,130962.51036497187,128477.42168397011,147395.00445112423
267,154481.94207755866,194211.46282304166,162191.32397342898
268,102515.2852086376,99500.65976203143,125746.67902828453
269,112287.59892501935,117708.98180079348,169330.42009942367
270,108918.18828575162,125702.31549437229,145120.27278922964
271,142945.6997963483,116103.8063695158,151112.7258270141
272,108844.69769556189,73365.8121279474,144949.77606380585
273,153720.81590977142,143729.32691783633,104010.16784975883
274,166481.09819267385,159555.50839642872,123153.46545582189
275,115512.27202947956,131365.6449323941,147318.82153095727
276,147206.08417037345,132713.5546207501,85165.67717651045
277,91477.57781227876,128364.93735409484,104331.86021097281
278,136070.46203757383,110424.5133224077,228974.14381750792
279,143564.36286670825,118428.7436970735,189775.32290598337
280,157020.34439649963,205828.94126066662,123719.21367340034
281,166578.01172759273,114808.31987569798,121706.4812788553
282,100678.52508971922,114149.25666756027,126590.78506130911
283,118469.5970680063,169782.8739894168,147202.77343109832
284,164139.33604866336,119849.16436312954,138987.33897667401
285,105197.1282377815,116707.47938134053,146641.56418482825
286,85728.2667924997,164852.617869667,158586.71202852688
287,140681.23193933978,128790.21316116468,106383.16751599418
288,137090.87791571912,172921.71245945647,107289.91872086823
289,183082.82109223277,121846.34169838476,108412.15652475359
290,141573.43145186477,148877.1364013615,131505.04922158853
291,94267.2212751351,134729.15751018142,147845.46947143122
292,111708.21178019448,104752.41830853796,105362.5667579349
293,156455.11534823384,116752.85237961369,148575.0441838559
294,90970.13420060181,173025.08024655993,123988.99633477673
295,78576.26917059284,108114.10149661003,106262.38169770567
296,144165.483209897,119201.98552126184,107517.3108676599
297,179786.47819959908,94951.00353053167,142229.97293839493
298,163703.98991047047,135202.09631561115,145721.69105871912
299,183486.71408449323,120946.0542685413,124787.57926557577
300,75090.52519384031,144465.98104319925,204282.70023763747
301,175256.93814959045,193251.4591475051,125280.45606328409
302,107927.63923097776,146495.90481044262,140813.18994004035
303,67833.80267084725,99810.27674376113,140277.6519109059
304,112469.04975531029,145906.27866776142,172738.9077129219
305,87167.84767817636,156773.62162376536,118919.54202611472
306,136352.8413569763,88706.88410799115,133649.04840759304
307,146063.4964396575,99386.49464003125,109530.33939647321
308,139733.36792007822,140595.74454098658,106961.38148998385
309,103815.53249140279,132216.09417405,117716.39241236044
310,126904.43206615243,192731.23303071765,140777.06713685376
311,131217.2696188464,142274.84358051783,107954.15095671118
312,130963.45591487495,105713.11240317315,123437.46442688577
313,182110.7813441959,92640.48544988263,153948.2338802665
314,106661.81850774499,148028.4904441354,117085.39692148319
315,113085.07491449013,129912.51414076627,97133.33809605181
316,96008.84343301153,109019.14983788689,99843.98114697103
317,151420.97649190176,169135.37588702643,88197.88980557573
318,121626.0852936247,146482.22263333196,87201.14270760838
319,71055.66907745683,130493.1890283878,178926.33298907185
320,139540.93485246226,121828.58064552901,89925.32438536984
321,105569.46191771848,139177.78078954795,132060.6410278931
322,94823.64313078311,153135.18772871722,153714.86629223078
323,140922.22684562593,147439.3219104458,132440.79170727046
324,106016.81235816203,82883.51406999996,130893.26886817988
325,164893.58795042086,93151.1847436044,140619.0761130458
326,147464.60459780548,146876.00902179384,101774.31691057401
327,95777.99415362281,200877.01758271916,165879.05137808408
328,143869.14489919608,175254.31771330754,125737.79796566791
329,137604.34909110586,141649.69164500388,122679.73910764558
330,149111.0352876742,127713.38303070265,124469.75213595414
331,133374.18270403187,134164.776470503,152499.23230076281
332,177857.76963123423,94697.21607408724,114021.7391972126
333,106419.54185684404,109289.69169766674,125573.68172916214
334,168123.2251176266,160396.593669972,125558.34734211548
335,143675.46536334552,107998.07424219933,123591.40213661367
336,90749.06979757312,117917.40079570797,99849.05167308106
337,93587.42230246795,90063.18666374503,111955.99697858322
338,92047.26087266827,128802.98681477568,158388.45029201556
339,97937.74561706597,125738.38984545828,99086.96533217834
340,98434.76479533418,135077.1856638349,133384.62531698548
341,133450.86959776765,116011.08484754607,88388.04778960958
342,82011.77830745536,143748.7442338256,122301.35917173086
343,96882.7530255981,117582.43207733321,88083.08299046793
344,127166.41249209647,93858.4031225418,130285.75732963938
345,120544.71077154444,147829.64259946276,136992.13803770396
346,88283.68738276702,122422.03162817904,196938.80971637391
347,102092.98962935903,104122.22458780817,126775.70790977504
348,175711.2182288543,141870.94826958803,119769.7140037995
349,123347.2178438335,167434.90536931495,88347.62043909472
350,177744.03221900054,113797.90002983385,165793.9061098794
351,144417.22472707072,157595.15698201885,120700.60867293068
352,74128.7984867255,202589.92767789052,114687.93323594276
353,102909.78466484718,120824.91892423373,102180.5862404171
354,105827.84014399025,135845.50226959132,99174.8829099716
355,110660.19799009064,133969.8231196669,170137.8844301782
356,62370.60677347868,207790.10242381177,143506.8179013434
357,123312.82270948293,154887.6974240682,116327.49923422949
358,75571.58863175396,144224.37419943235,118253.32628672084
359,137060.7781348421,101229.69547466689,112977.45228122472
360,168567.76397140074,199325.0779765175,127582.6377303005
361,100675.354315888,140386.1169819163,143400.6949487841
362,103215.26166303523,156244.99024116446,136274.6627845802
363,58869.94606928327,91158.8191071364,120222.09799641758
364,104986.41757591537,120070.91261474337,215285.31509445174
365,93828.37679168575,190237.21180591214,88915.92226918304
366,142891.7453087403,175798.93902654332,114806.19166978722
367,165498.156016941,136263.7507243841,114130.1877599924
368,87825.48547753057,59384.054542946586,102400.42758682842
369,103402.62186026321,82727.97536433909,141355.48965242962
370,128140.25469033033,121053.99974344013,133635.44821509917
371,112541.567621341,125443.80442703274,138733.92336037004
372,125406.30758392235,186056.59003018466,105252.22048786921
373,103580.60540687913,144818.71947005836,118465.28816045127
374,102997.85695006931,80397.79422051458,144821.00702868178
375,150663.39166640287,94204.2808415894,155536.15921664756
376,116678.64176381953,142754.30241260177,114029.32734649914
377,147452.66583514056,159930.62985006676,137100.11273524206
378,115020.58545577241,127314.97241380539,120385.71133090481
379,180027.71839165327,92412.17899834037,165738.68559417073
380,119964.61581694557,147556.76334911736,189266.54117230495
381,123492.66366307992,124072.58260196613,191429.55760021374
382,167326.9285112265,132314.83310866225,210233.093883239
383,139413.77594821912,140237.55339979974,89395.93609416737
384,109447.86463129113,119820.16895197006,101237.77517228878
385,104566.14424752335,101994.13794605505,115769.48908044277
386,94341.92321634751,178784.84457961374,158122.878610617
387,136749.8408220687,132781.23803716572,117614.91641333562
388,205398.15478709366,181271.4858429299,149686.03106041794
389,128093.9438160212,120977.67011292884,101474.24220147348
390,119184.33670422249,150350.1180157274,127933.7587729893
391,139947.86483780123,119922.69290739171,122442.18112022943
392,146099.27952999377,144171.06983357575,138437.19378933695
393,157263.46211500233,132576.09526846683,154056.89496110336
394,114211.23412748128,134476.06455474632,157792.62696127
395,148191.13597430225,101422.8073533283,147130.30498238816
396,102492.46774069787,157797.8049937331,91537.18233660178
397,117893.48728365329,141642.51346021402,152152.27320837122
398,109433.84255211067,124374.4134346881,144481.9323361607
399,153751.67937137344,233210.48110467682,118641.17761854468
400,138030.35558811104,154458.29787047982,143970.95053461383
401,129962.58371556108,158398.0498560047,84169.32967813617
402,69370.01142919972,175969.72605070838,151081.13145177026
403,166795.30197175342,137674.83040758705,92083.63616163404
404,107426.74698230253,137995.62690111485,161684.4704563629
405,122879.73899318963,141620.81357812008,186214.83734399002
406,166240.40012755583,123935.68383458933,106615.11850523629
407,131395.8963551495,168127.98281710554,111080.18217944124
408,185646.37827100343,153780.75767089456,153871.23281819368
409,153132.481847629,155613.0633471345,212308.8275380084
410,171208.75195639764,135753.17429359304,142764.72259847244
411,129957.09637378612,179643.25318735786,188183.95310437225
412,96225.90695280528,93901.3368601024,145855.86345727122
413,182593.75169627013,109826.28685102603,139275.45833467913
414,71735.77505199707,101640.82260074907,100564.35267326672
415,122097.41125396623,89113.66368318754,134773.53718650452
416,150048.5155008635,116816.72342430353,99001.41245563574
417,129351.70454084955,127184.75761281156,157661.4454493694
418,147759.5121240887,170391.2452160883,114702.9443199014
419,73057.8225008042,99076.59513547907,90793.24630192872
420,126429.48616812586,118565.10967339025,158764.65426277978
421,81381.529406876,109882.18658547822,126347.57670623659
422,108004.59954094485,120094.07109410326,86095.73176678916
423,65846.15107588662,140035.8920364937,151776.55266584532
424,139569.0910114121,132256.21119992895,142012.02826775226
425,81719.23970640679,91039.2846590648,124010.80045050496
426,135153.7261648522,97597.82604597653,115260.804349009
427,87766.10392359695,92173.86118230646,166638.10691145796
428,79398.03782976791,186071.35295104102,105483.02268627103
429,131732.1297611312,107390.30663744695,134818.51322332385
430,143791.93159261404,172353.40733891504,206004.01909074353
431,86072.99469654025,126842.7421565928,152705.1870007466
432,138742.67617960897,127228.78356932965,100097.49583010301
433,131357.8529796883,148111.45831346506,155520.231646123
434,92471.20455501767,127761.67229047617,125055.04186668512
435,100795.7171308771,111502.44165236264,185001.24504431974
436,83985.71044263168,183617.95302105258,174075.15151622874
437,144388.79052449967,111213.55434377027,141244.65156132577
438,87267.44543559328,174999.26232540785,108158.29411613513
439,122732.71401218695,124703.98625129167,110589.95591456303
440,147958.59468491908,124903.57681542842,131145.00108262978
441,137777.1090157305,148438.43376105936,125772.84052638075
442,162421.70063854253,123369.1794208768,190194.95530254385
443,182440.26537671086,127633.01903214885,129799.12746491363
444,94966.3199214096,95016.06500309247,124997.37822339735
445,121928.30800760418,139473.81073844357,118265.05509590959
446,116896.58482394143,119536.02059925621,115616.92454174465
447,112347.18922562255,108147.96916633124,118283.79404779545
448,86350.05121000728,143277.66716349244,112121.64280365127
449,138904.09199245277,142314.8003686725,110752.80848522404
450,86874.44968553589,95875.71962258256,118580.83220239879
451,118033.06852835108,73735.33283588113,116877.88835230742
452,123773.91070539017,99668.7399515781,194827.2395028076
453,155697.3710502691,126287.48189962748,107322.01132148242
454,111144.14566595109,152160.33310646273,123958.05459436782
455,119406.80460123865,110824.82821764893,104242.55298176214
456,183252.61206878937,87014.0276228256,154020.32351508504
457,153097.0798766397,177228.57896608463,66965.68986163061
458,107188.46277904908,102181.28292634753,152190.51715553075
459,95068.33645285071,138940.97435461843,143301.5856474706
460,96282.9867253798,154788.94746382564,136706.6108398955
461,119325.91189087342,125708.34996735114,160302.5004625541
462,110551.9712500954,175960.75306588598,128413.31968855926
463,119455.39852612765,123612.45425665693,176227.66128826604
464,88455.79783640776,123569.56378505474,106255.61000384553
465,120266.24356283409,150136.93965279608,114116.69275357376
466,146790.0478791253,127004.05220046875,138532.24564207467
467,99877.35809055061,107126.12326615228,133467.6039842267
468,127277.95848204331,152771.77463549472,95938.6708412384
469,121064.20318255272,176836.185686426,131004.45346333046
470,97489.30894316162,213724.76533102003,122340.42704398415
471,123326.41372759758,174768.1104832798,162575.27559184452
472,102243.17668343312,158794.7451153496,164028.01448436605
473,158514.09516194876,150220.49869863363,109749.77632800088
474,115729.56663721378,172266.9072072498,131207.00792582094
475,179762.26284855563,105920.2275990699,109246.99167880142
476,82627.81698971675,120373.01175896596,177581.53338252698
477,125250.50926007982,130503.68616147387,137634.97337024618
478,111179.21417824575,93180.98322769355,152763.78657223843
479,111054.73387697687,167755.22202774402,125354.69407677812
480,124374.83981461765,150450.890603789,138039.00162600167
481,81296.73176100728,132206.10431911063,157997.50750453724
482,152252.07385155014,144015.6426642239,114291.6523732213
483,133879.70333991502,152869.07726755628,172354.22156617645
484,196554.43919482245,127037.84642061431,173467.07683209144
485,127327.85960834738,105447.91682832199,116737.95238299202
486,108238.20610776442,140650.60538938665,154613.86300426372
487,82866.51138139979,113487.56622721218,127836.11671751326
488,110566.46335669121,152348.94154572918,135787.05499253405
489,150551.5782208039,134830.55317063394,108461.1828146091
490,122093.40541944768,166650.42425855887,116824.92404059024
491,92171.57287164855,96084.5153130471,112747.50571276486
492,69200.47381259239,136271.37007161017,131952.55382833927
493,87262.40588358705,137742.06262017903,112789.29794353104
494,124280.64582205088,150954.76860339876,187040.87504759792
495,95383.46228363292,214783.0139695573,131407.06918540498
496,106554.43119282261,167141.17022807797,88442.46461339008
497,151061.41288033384,106081.29615819636,168792.39484983808
498,121579.1701873482,133590.05846545415,136614.68320998183
499,117603.50438064638,113974.2668182456,136503.52286359872
